"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","pdays_status","pdays_clean","age_group","balance_group","cluster","gmm_cluster"
36,"management","divorced","tertiary","no",7821,"no","no","unknown",9,"jun",217,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","5K-10K","1","1"
44,"retired","married","secondary","no",181,"yes","no","unknown",19,"may",131,6,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","1"
45,"technician","divorced","secondary","no",245,"yes","no","cellular",30,"jul",76,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
26,"blue-collar","single","secondary","no",153,"yes","no","unknown",9,"may",386,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
32,"admin.","single","tertiary","no",291,"no","no","telephone",28,"jan",223,6,275,5,"other","no","Contacted",275,"30-40","0-1K","3","4"
51,"management","divorced","secondary","no",10834,"yes","no","cellular",20,"nov",86,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","10K+","5","3"
39,"blue-collar","single","secondary","no",1986,"no","yes","unknown",19,"jun",367,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
31,"management","divorced","tertiary","no",883,"yes","no","cellular",19,"nov",168,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
23,"student","single","secondary","no",1809,"no","no","cellular",8,"jul",414,2,-1,0,"unknown","yes","Not Contacted",NA,"Under 30","1K-5K","1","2"
37,"blue-collar","divorced","secondary","no",-175,"yes","no","cellular",30,"jan",638,4,266,1,"failure","no","Contacted",266,"30-40","Negative","4","3"
39,"entrepreneur","married","secondary","no",680,"yes","no","cellular",15,"may",135,1,361,2,"failure","no","Contacted",361,"30-40","0-1K","1","3"
51,"blue-collar","married","primary","no",480,"yes","no","cellular",12,"may",189,1,326,5,"failure","no","Contacted",326,"50-60","0-1K","3","4"
33,"blue-collar","married","secondary","no",625,"yes","no","unknown",28,"may",410,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
34,"blue-collar","married","secondary","no",529,"yes","no","cellular",14,"may",325,1,351,3,"failure","no","Contacted",351,"30-40","0-1K","1","4"
43,"management","divorced","tertiary","no",0,"no","no","cellular",9,"jul",134,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
58,"blue-collar","married","primary","no",0,"yes","no","unknown",29,"may",535,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
52,"services","married","primary","no",432,"no","no","cellular",8,"aug",424,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
57,"retired","divorced","tertiary","no",0,"yes","no","cellular",5,"may",180,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
35,"admin.","married","secondary","no",332,"no","no","cellular",9,"jul",199,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
59,"retired","married","primary","no",3400,"yes","no","cellular",5,"aug",515,3,-1,0,"unknown","yes","Not Contacted",NA,"50-60","1K-5K","5","3"
36,"management","single","tertiary","no",2706,"no","no","cellular",31,"jul",75,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
55,"technician","married","secondary","no",3899,"yes","no","telephone",28,"jul",596,4,-1,0,"unknown","yes","Not Contacted",NA,"50-60","1K-5K","5","3"
27,"services","single","secondary","no",0,"yes","no","unknown",7,"may",388,7,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","1"
58,"retired","married","primary","no",747,"yes","yes","telephone",13,"may",104,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
26,"blue-collar","single","primary","no",102,"yes","no","unknown",9,"may",89,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
46,"technician","married","secondary","no",499,"yes","no","cellular",31,"jul",37,10,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","2","1"
34,"blue-collar","married","primary","no",60,"yes","no","unknown",26,"may",23,10,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","2","1"
38,"services","married","unknown","no",4644,"yes","no","telephone",18,"nov",55,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
36,"blue-collar","married","primary","no",711,"yes","no","unknown",23,"may",154,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
42,"management","married","tertiary","no",4014,"yes","no","cellular",21,"nov",149,4,186,1,"other","no","Contacted",186,"40-50","1K-5K","5","3"
30,"admin.","married","secondary","no",-1049,"yes","no","unknown",20,"jun",160,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
26,"blue-collar","single","secondary","no",23,"yes","no","cellular",18,"may",11,6,367,1,"other","no","Contacted",367,"Under 30","0-1K","1","3"
33,"entrepreneur","married","tertiary","no",12,"yes","no","cellular",12,"may",137,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
27,"blue-collar","married","secondary","no",362,"yes","no","unknown",14,"may",332,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
52,"management","married","tertiary","no",31,"no","no","cellular",10,"mar",135,1,-1,0,"unknown","yes","Not Contacted",NA,"50-60","0-1K","5","2"
55,"admin.","married","secondary","no",51,"no","no","cellular",20,"aug",94,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
54,"technician","divorced","secondary","no",0,"yes","no","cellular",28,"jan",87,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
38,"entrepreneur","divorced","tertiary","no",1690,"no","no","cellular",23,"jul",160,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
31,"technician","single","secondary","no",201,"no","no","cellular",28,"aug",100,9,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
32,"technician","married","secondary","no",0,"no","no","cellular",21,"aug",120,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
53,"services","married","tertiary","no",-3,"no","no","cellular",8,"aug",133,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","Negative","5","2"
42,"blue-collar","married","primary","no",530,"no","no","unknown",11,"jun",850,8,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","4","3"
48,"technician","divorced","secondary","no",94,"yes","no","cellular",12,"may",87,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
56,"management","divorced","tertiary","no",722,"no","no","cellular",19,"feb",134,3,94,2,"failure","no","Contacted",94,"50-60","0-1K","5","3"
39,"blue-collar","married","secondary","no",439,"yes","no","unknown",23,"may",214,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
29,"student","single","unknown","no",10332,"no","no","cellular",2,"nov",46,3,-1,0,"unknown","yes","Not Contacted",NA,"Under 30","10K+","1","3"
34,"blue-collar","married","primary","no",100,"yes","yes","unknown",28,"may",74,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
54,"blue-collar","married","unknown","no",6251,"yes","no","unknown",29,"may",421,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","5K-10K","5","1"
46,"admin.","single","secondary","no",9326,"no","yes","unknown",9,"jun",105,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","5K-10K","5","1"
74,"retired","married","primary","no",5539,"no","no","cellular",3,"feb",253,2,181,1,"success","no","Contacted",181,"60+","5K-10K","5","3"
37,"admin.","married","secondary","no",439,"no","no","unknown",9,"jun",321,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
60,"housemaid","married","unknown","no",10285,"no","no","unknown",6,"jun",174,2,-1,0,"unknown","no","Not Contacted",NA,"60+","10K+","5","3"
21,"blue-collar","single","primary","no",-42,"no","no","unknown",10,"oct",5,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","Negative","1","2"
31,"admin.","single","secondary","no",255,"no","no","cellular",27,"jul",167,2,181,1,"success","no","Contacted",181,"30-40","0-1K","1","3"
42,"blue-collar","married","unknown","no",1154,"yes","no","cellular",16,"apr",341,2,336,3,"other","no","Contacted",336,"40-50","1K-5K","1","4"
27,"services","married","secondary","no",0,"yes","no","cellular",28,"jul",334,8,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","1"
50,"management","married","tertiary","no",414,"yes","no","cellular",3,"apr",707,1,302,3,"failure","yes","Contacted",302,"50-60","0-1K","4","4"
30,"management","single","tertiary","no",232,"no","no","cellular",15,"apr",141,1,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","1","2"
30,"blue-collar","single","secondary","no",315,"no","no","cellular",23,"jun",1407,1,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","4","3"
30,"blue-collar","married","primary","no",1023,"yes","no","unknown",21,"may",168,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
56,"management","married","secondary","no",0,"no","no","cellular",27,"oct",298,1,111,8,"other","yes","Contacted",111,"50-60","0-1K","3","4"
46,"management","married","tertiary","no",9678,"yes","no","cellular",17,"nov",318,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","5K-10K","5","3"
50,"blue-collar","married","secondary","no",173,"yes","no","cellular",12,"may",7,5,342,15,"other","no","Contacted",342,"50-60","0-1K","3","4"
41,"technician","married","secondary","no",741,"yes","no","cellular",6,"may",606,3,335,6,"other","no","Contacted",335,"40-50","0-1K","3","4"
46,"technician","married","secondary","no",388,"no","no","cellular",4,"feb",6,9,7,1,"other","no","Contacted",7,"40-50","0-1K","5","3"
40,"technician","married","primary","no",819,"yes","no","unknown",13,"may",50,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
37,"management","single","tertiary","no",600,"yes","no","cellular",17,"nov",116,2,196,1,"failure","no","Contacted",196,"30-40","0-1K","1","3"
46,"technician","single","secondary","no",874,"no","no","cellular",19,"nov",819,3,-1,0,"unknown","yes","Not Contacted",NA,"40-50","0-1K","4","2"
30,"technician","married","tertiary","no",101,"yes","yes","cellular",7,"jul",187,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
35,"management","married","tertiary","no",925,"no","no","cellular",8,"jun",200,4,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","1","2"
38,"services","single","secondary","no",-196,"yes","no","cellular",2,"feb",60,1,271,1,"failure","no","Contacted",271,"30-40","Negative","1","3"
30,"services","married","tertiary","no",1380,"yes","no","unknown",21,"may",294,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
39,"services","single","secondary","no",2453,"no","no","unknown",19,"jun",92,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
40,"management","married","tertiary","no",713,"no","no","cellular",6,"aug",433,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
34,"management","single","tertiary","no",747,"no","no","cellular",31,"aug",72,2,98,1,"failure","no","Contacted",98,"30-40","0-1K","1","3"
75,"retired","divorced","secondary","no",105,"no","no","cellular",14,"apr",232,1,-1,0,"unknown","no","Not Contacted",NA,"60+","0-1K","5","2"
60,"management","married","tertiary","no",759,"no","no","cellular",14,"aug",136,2,-1,0,"unknown","no","Not Contacted",NA,"60+","0-1K","5","2"
49,"management","single","tertiary","no",580,"no","no","unknown",19,"may",310,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
50,"entrepreneur","divorced","tertiary","no",816,"no","no","cellular",19,"nov",630,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","4","2"
60,"retired","married","primary","no",115,"no","no","cellular",11,"aug",82,2,-1,0,"unknown","no","Not Contacted",NA,"60+","0-1K","5","2"
44,"management","married","tertiary","no",1791,"no","no","cellular",11,"feb",71,1,190,1,"success","yes","Contacted",190,"40-50","1K-5K","5","3"
55,"housemaid","divorced","unknown","no",1276,"no","no","unknown",20,"jun",8,12,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","2","1"
44,"management","married","tertiary","no",1945,"no","no","unknown",14,"may",191,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
48,"admin.","married","secondary","no",2088,"no","yes","cellular",4,"feb",93,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
35,"entrepreneur","single","tertiary","no",16,"no","no","cellular",17,"nov",158,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
36,"blue-collar","divorced","primary","no",666,"yes","no","cellular",11,"may",285,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
52,"technician","single","secondary","no",436,"no","yes","unknown",22,"mar",95,1,-1,0,"unknown","yes","Not Contacted",NA,"50-60","0-1K","5","2"
58,"retired","married","secondary","no",1230,"no","no","cellular",20,"may",420,1,87,1,"failure","yes","Contacted",87,"50-60","1K-5K","5","3"
45,"admin.","married","secondary","no",1435,"yes","no","cellular",11,"aug",201,1,103,1,"failure","no","Contacted",103,"40-50","1K-5K","5","3"
55,"retired","married","secondary","no",85,"no","no","unknown",3,"jul",228,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
53,"management","married","tertiary","no",694,"no","no","unknown",18,"jun",130,6,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","1"
32,"services","married","secondary","no",11,"no","no","cellular",20,"aug",322,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
50,"services","married","secondary","no",128,"no","no","cellular",19,"aug",173,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
25,"technician","single","secondary","no",582,"no","yes","cellular",3,"feb",438,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
34,"blue-collar","married","secondary","no",2436,"yes","no","cellular",14,"may",8,7,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","1"
30,"technician","single","secondary","no",298,"yes","no","unknown",16,"may",164,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
56,"technician","married","secondary","no",463,"no","no","unknown",26,"may",131,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
31,"blue-collar","married","secondary","no",125,"yes","no","cellular",14,"may",201,1,350,2,"failure","no","Contacted",350,"30-40","0-1K","1","3"
34,"management","married","primary","no",6,"yes","no","unknown",8,"may",125,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
40,"services","married","secondary","no",1674,"yes","yes","cellular",4,"feb",144,1,274,2,"other","no","Contacted",274,"40-50","1K-5K","1","3"
25,"self-employed","single","tertiary","no",931,"yes","no","cellular",11,"may",263,2,348,4,"failure","no","Contacted",348,"Under 30","0-1K","1","4"
31,"admin.","single","secondary","no",17,"yes","no","unknown",2,"jun",52,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
32,"management","married","secondary","no",134,"yes","yes","cellular",15,"may",532,3,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","1","2"
38,"management","single","tertiary","no",11971,"yes","no","unknown",17,"nov",609,2,101,3,"failure","no","Contacted",101,"30-40","10K+","4","4"
34,"management","married","secondary","no",243,"no","no","cellular",30,"jan",417,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
55,"blue-collar","married","secondary","no",196,"no","no","cellular",21,"aug",81,1,-1,0,"unknown","yes","Not Contacted",NA,"50-60","0-1K","5","2"
31,"technician","single","tertiary","no",-564,"yes","yes","cellular",28,"aug",49,15,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","2","1"
49,"admin.","married","secondary","no",1677,"no","no","unknown",5,"jun",19,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
30,"technician","married","secondary","no",239,"yes","no","cellular",21,"nov",302,2,95,8,"failure","no","Contacted",95,"30-40","0-1K","3","4"
35,"technician","married","secondary","no",254,"no","no","cellular",8,"aug",153,7,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","1"
33,"management","single","tertiary","no",-61,"no","no","unknown",28,"may",50,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
43,"admin.","married","secondary","no",764,"yes","no","cellular",2,"feb",118,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
59,"services","divorced","primary","no",6290,"yes","no","cellular",17,"apr",19,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","5K-10K","5","1"
44,"management","married","primary","no",1880,"yes","no","cellular",18,"nov",34,1,124,6,"failure","no","Contacted",124,"40-50","1K-5K","3","4"
48,"blue-collar","married","secondary","no",-19,"no","yes","unknown",4,"jul",270,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","5","2"
51,"blue-collar","married","unknown","no",0,"yes","no","telephone",7,"may",10,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
46,"admin.","married","secondary","no",939,"no","no","cellular",5,"feb",69,2,8,1,"other","no","Contacted",8,"40-50","0-1K","5","3"
39,"entrepreneur","single","tertiary","no",243,"no","yes","cellular",11,"may",128,3,371,1,"failure","no","Contacted",371,"30-40","0-1K","1","3"
27,"admin.","single","secondary","no",298,"no","no","cellular",4,"feb",207,3,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","1","2"
49,"management","married","tertiary","no",1468,"yes","no","cellular",28,"jul",88,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
44,"management","married","tertiary","no",226,"yes","no","cellular",14,"aug",190,3,270,3,"failure","yes","Contacted",270,"40-50","0-1K","1","4"
34,"blue-collar","married","secondary","no",0,"yes","no","unknown",30,"jun",780,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","4","2"
39,"unemployed","married","tertiary","no",1108,"yes","no","cellular",18,"nov",191,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","1","2"
42,"entrepreneur","married","tertiary","no",2249,"yes","no","telephone",3,"apr",362,2,136,6,"failure","no","Contacted",136,"40-50","1K-5K","3","4"
53,"technician","divorced","secondary","yes",-63,"no","yes","cellular",4,"aug",531,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","Negative","5","2"
47,"blue-collar","married","primary","no",320,"no","no","telephone",30,"jul",203,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
51,"retired","single","secondary","no",5885,"no","no","telephone",3,"feb",134,6,-1,0,"unknown","no","Not Contacted",NA,"50-60","5K-10K","5","1"
40,"services","married","secondary","no",-38,"yes","yes","cellular",5,"feb",121,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","1","2"
48,"services","divorced","secondary","no",297,"no","no","cellular",18,"aug",121,4,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
44,"management","married","tertiary","no",7454,"no","no","unknown",5,"jun",243,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","5K-10K","5","1"
43,"technician","divorced","tertiary","no",0,"no","no","cellular",28,"aug",142,10,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","2","1"
59,"admin.","married","secondary","no",1473,"no","no","telephone",20,"nov",106,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","2"
32,"blue-collar","married","primary","no",-94,"yes","yes","cellular",11,"may",308,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
40,"blue-collar","married","primary","no",127,"yes","no","cellular",17,"apr",76,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
58,"admin.","married","secondary","no",169,"no","no","cellular",13,"aug",880,1,92,8,"success","yes","Contacted",92,"50-60","0-1K","3","4"
32,"blue-collar","divorced","secondary","no",-299,"yes","no","cellular",8,"jul",192,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","Negative","1","2"
51,"blue-collar","married","primary","no",0,"no","no","unknown",9,"jun",166,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
31,"services","married","secondary","no",418,"yes","yes","cellular",9,"jul",219,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
57,"management","divorced","unknown","no",0,"no","no","unknown",16,"jun",235,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
57,"retired","married","primary","no",3288,"no","no","cellular",19,"aug",186,4,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
31,"student","single","secondary","no",430,"no","no","cellular",5,"feb",129,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
36,"management","married","tertiary","no",673,"yes","no","cellular",16,"jul",689,1,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","4","2"
36,"services","married","secondary","no",145,"yes","no","cellular",2,"feb",109,1,252,2,"other","no","Contacted",252,"30-40","0-1K","1","3"
47,"admin.","married","secondary","no",4307,"no","no","unknown",16,"jun",88,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
74,"retired","married","tertiary","no",1843,"no","no","cellular",15,"mar",192,1,185,2,"success","yes","Contacted",185,"60+","1K-5K","5","3"
29,"management","married","tertiary","no",4050,"yes","no","unknown",28,"may",166,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","1","1"
41,"blue-collar","married","secondary","no",4900,"yes","no","telephone",31,"jul",121,2,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
31,"blue-collar","married","secondary","no",8,"yes","no","cellular",8,"may",98,2,170,1,"failure","no","Contacted",170,"30-40","0-1K","1","3"
34,"management","divorced","tertiary","no",140,"no","no","cellular",22,"aug",80,4,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
28,"services","single","secondary","no",298,"no","no","cellular",29,"jan",914,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","0-1K","4","2"
34,"technician","single","secondary","no",475,"yes","no","cellular",29,"jul",538,8,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","3"
30,"technician","single","secondary","no",2567,"no","no","cellular",18,"jun",813,4,-1,0,"unknown","yes","Not Contacted",NA,"30-40","1K-5K","4","3"
48,"blue-collar","married","primary","no",1778,"yes","no","telephone",8,"may",267,3,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","2"
28,"management","single","tertiary","no",9710,"no","no","cellular",14,"oct",786,2,-1,0,"unknown","no","Not Contacted",NA,"Under 30","5K-10K","4","3"
52,"services","married","unknown","no",337,"yes","no","unknown",19,"may",85,3,-1,0,"unknown","no","Not Contacted",NA,"50-60","0-1K","5","2"
30,"technician","single","tertiary","no",1289,"yes","no","unknown",21,"may",1697,2,-1,0,"unknown","yes","Not Contacted",NA,"30-40","1K-5K","4","3"
39,"management","divorced","secondary","no",132,"yes","no","cellular",9,"feb",170,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
32,"services","married","secondary","no",364,"yes","no","unknown",20,"may",466,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
23,"student","single","secondary","no",1029,"yes","no","cellular",18,"may",68,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","1","2"
34,"housemaid","married","secondary","no",0,"yes","no","unknown",30,"oct",154,1,-1,0,"unknown","yes","Not Contacted",NA,"30-40","0-1K","1","2"
41,"blue-collar","single","secondary","no",1621,"yes","no","unknown",28,"may",119,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","1","2"
50,"admin.","married","secondary","no",3636,"no","no","unknown",28,"may",290,1,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
33,"management","married","tertiary","no",0,"yes","no","cellular",28,"jul",54,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
42,"services","divorced","secondary","no",11177,"yes","no","cellular",14,"may",229,6,373,1,"other","no","Contacted",373,"40-50","10K+","5","4"
32,"services","single","secondary","no",80,"yes","no","telephone",19,"nov",475,2,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
47,"retired","divorced","secondary","no",0,"no","no","unknown",19,"jun",141,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
50,"technician","married","tertiary","no",199,"yes","yes","cellular",3,"feb",116,2,253,1,"failure","no","Contacted",253,"50-60","0-1K","5","3"
39,"blue-collar","married","primary","no",1551,"no","no","unknown",17,"jun",264,16,-1,0,"unknown","no","Not Contacted",NA,"30-40","1K-5K","2","1"
41,"management","single","tertiary","no",0,"yes","no","cellular",17,"jul",509,7,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","3"
47,"blue-collar","divorced","secondary","no",380,"yes","no","unknown",16,"may",268,6,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","1"
56,"admin.","married","unknown","no",1167,"no","no","cellular",12,"aug",465,9,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","3"
42,"admin.","married","secondary","no",4209,"yes","no","unknown",5,"jun",57,6,-1,0,"unknown","no","Not Contacted",NA,"40-50","1K-5K","5","1"
45,"management","divorced","tertiary","no",839,"yes","no","cellular",20,"aug",121,4,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","5","2"
38,"entrepreneur","single","secondary","no",2543,"no","no","cellular",11,"nov",357,3,93,5,"success","yes","Contacted",93,"30-40","1K-5K","3","4"
57,"management","married","tertiary","no",1318,"no","no","cellular",16,"oct",115,1,185,2,"failure","yes","Contacted",185,"50-60","1K-5K","5","3"
33,"technician","single","tertiary","no",8874,"no","yes","unknown",21,"may",152,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","5K-10K","1","3"
33,"blue-collar","married","secondary","no",3514,"yes","no","cellular",20,"nov",214,2,184,2,"failure","no","Contacted",184,"30-40","1K-5K","1","3"
40,"blue-collar","single","secondary","no",322,"yes","no","cellular",7,"may",201,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","0-1K","1","2"
35,"self-employed","married","tertiary","no",0,"no","no","cellular",8,"jul",201,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
52,"self-employed","married","secondary","no",3720,"no","no","cellular",20,"nov",114,2,-1,0,"unknown","no","Not Contacted",NA,"50-60","1K-5K","5","1"
30,"blue-collar","single","unknown","no",306,"yes","no","cellular",17,"apr",314,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
27,"blue-collar","divorced","unknown","no",2323,"yes","no","cellular",17,"jul",153,1,-1,0,"unknown","no","Not Contacted",NA,"Under 30","1K-5K","1","1"
59,"retired","married","tertiary","no",941,"no","yes","cellular",4,"feb",231,1,210,1,"failure","no","Contacted",210,"50-60","0-1K","5","3"
43,"management","married","secondary","no",-100,"yes","no","cellular",5,"may",227,1,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","1","2"
30,"management","married","tertiary","no",593,"yes","yes","cellular",18,"jul",412,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
54,"services","married","secondary","no",2719,"yes","no","cellular",17,"nov",166,2,171,2,"failure","no","Contacted",171,"50-60","1K-5K","5","3"
32,"blue-collar","married","secondary","no",356,"yes","no","cellular",8,"may",451,3,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
43,"technician","divorced","secondary","no",-414,"no","no","cellular",27,"aug",590,4,-1,0,"unknown","no","Not Contacted",NA,"40-50","Negative","4","2"
37,"entrepreneur","married","primary","no",0,"no","no","cellular",25,"may",163,1,-1,0,"unknown","no","Not Contacted",NA,"30-40","0-1K","1","2"
30,"services","single","secondary","no",0,"yes","no","cellular",18,"may",131,6,363,9,"failure","no","Contacted",363,"30-40","0-1K","3","4"
